id: 0x420001c5, name: OFO003_DEFAULT.PNX, group: 0x1000005f, partId: 0x74000007
id: 0x42003249, name: TARGETBLOW_NORMAL_SIZES0LED.PNX, group: 0x10000969, partId: 0x70000498
id: 0x42003362, name: COMMON_EMOTION_CIRCUS.PNX, group: 0x100009db, partId: 0x700004cc
id: 0x42003363, name: COMMON_EMOTION_FALLINLOVE.PNX, group: 0x100009db, partId: 0x700004cd
id: 0x42003364, name: COMMON_EMOTION_FEMALEHEART.PNX, group: 0x100009db, partId: 0x700004ce
id: 0x42003365, name: COMMON_EMOTION_MALEHEART.PNX, group: 0x100009db, partId: 0x700004cf
id: 0x42003366, name: COMMON_EMOTION_NONSENSE.PNX, group: 0x100009db, partId: 0x700004d0
id: 0x42003367, name: COMMON_EMOTION_SLEEPY.PNX, group: 0x100009db, partId: 0x700004d1
id: 0x42003368, name: COMMON_EMOTION_SURPRISING.PNX, group: 0x100009db, partId: 0x700004d2
id: 0x42003369, name: COMMON_EMOTION_WONDER.PNX, group: 0x100009db, partId: 0x700004d3
id: 0x4200338a, name: LOWERF013U_DEFAULT.PNX, group: 0x100009dc, partId: 0x74000007
id: 0x4200338b, name: LOWERF013U_INVENTORY.PNX, group: 0x100009dc, partId: 0x70000205
id: 0x4200338c, name: LOWERM005U_DEFAULT.PNX, group: 0x100009dd, partId: 0x74000007
id: 0x4200338d, name: LOWERM005U_INVENTORY.PNX, group: 0x100009dd, partId: 0x70000205
id: 0x4200338e, name: UPPERF013U_DEFAULT.PNX, group: 0x100009de, partId: 0x74000007
id: 0x4200338f, name: UPPERF013U_INVENTORY.PNX, group: 0x100009de, partId: 0x70000205
id: 0x42003390, name: UPPERM005U_DEFAULT.PNX, group: 0x100009df, partId: 0x74000007
id: 0x42003391, name: UPPERM005U_INVENTORY.PNX, group: 0x100009df, partId: 0x70000205
id: 0x42003394, name: LSB001_DEFAULT.PNX, group: 0x100009e0, partId: 0x74000007
id: 0x42003399, name: COMMON_LEVELUPB_DEFAULT.PNX, group: 0x100009e1, partId: 0x74000007
id: 0x4200339a, name: NPCF006_DEFAULT.PNX, group: 0x100009e2, partId: 0x74000007
id: 0x4200339c, name: NPCPET001_DEFAULT.PNX, group: 0x100009e4, partId: 0x74000007
id: 0x4200339d, name: NPCPET001_IDLE.PNX, group: 0x100009e4, partId: 0x7400010d
id: 0x4200339e, name: OIX035_INVENTORY.PNX, group: 0x100009e5, partId: 0x70000205
id: 0x4200339f, name: NPCM007_DEFAULT.PNX, group: 0x100009e6, partId: 0x74000007
id: 0x420033a1, name: COMMON_STATE_PET0CHAOS.PNX, group: 0x100009d9, partId: 0x700004eb
id: 0x420033a2, name: COMMON_STATE_PET0HEART.PNX, group: 0x100009d9, partId: 0x700004ec
id: 0x420033a3, name: OIF129_INVENTORY.PNX, group: 0x100009e7, partId: 0x70000205
id: 0x420033a4, name: OFO016_DEFAULT.PNX, group: 0x100009e8, partId: 0x74000007
id: 0x420033a8, name: OPF180_DEFAULT.PNX, group: 0x100009ea, partId: 0x74000007
id: 0x420033a9, name: NPCMON117_DEFAULT.PNX, group: 0x100009e9, partId: 0x74000007
id: 0x420033aa, name: NPCMON117_IDLE.PNX, group: 0x100009e9, partId: 0x7400010d
id: 0x420033ab, name: NPCPET002_ATTACK.PNX, group: 0x100009eb, partId: 0x74000056
id: 0x420033ac, name: NPCPET002_DEFAULT.PNX, group: 0x100009eb, partId: 0x74000007
id: 0x420033ad, name: NPCPET002_FEELBAD.PNX, group: 0x100009eb, partId: 0x700004ed
id: 0x420033ae, name: NPCPET002_FEELGOOD.PNX, group: 0x100009eb, partId: 0x700004ee
id: 0x420033af, name: NPCPET002_FEELNORMAL.PNX, group: 0x100009eb, partId: 0x700004ef
id: 0x420033b0, name: NPCPET002_FEELWORST.PNX, group: 0x100009eb, partId: 0x700004f0
id: 0x420033b1, name: NPCPET002_GENERATE.PNX, group: 0x100009eb, partId: 0x740001e4
id: 0x420033b2, name: NPCPET002_HEAL.PNX, group: 0x100009eb, partId: 0x700004f1
id: 0x420033b3, name: NPCPET002_HUNGRY.PNX, group: 0x100009eb, partId: 0x700004f2
id: 0x420033b4, name: NPCPET002_IDLE1.PNX, group: 0x100009eb, partId: 0x700004f3
id: 0x420033b5, name: NPCPET002_IDLE2.PNX, group: 0x100009eb, partId: 0x700004f4
id: 0x420033b6, name: NPCPET002_IDLE3.PNX, group: 0x100009eb, partId: 0x700004f5
id: 0x420033b7, name: NPCPET002_IDLE4.PNX, group: 0x100009eb, partId: 0x700004f6
id: 0x420033b9, name: NPCPET002_PICKITEM.PNX, group: 0x100009eb, partId: 0x700004f7
id: 0x420033ba, name: NPCPET002_REGEN.PNX, group: 0x100009eb, partId: 0x700004f8
id: 0x420033bb, name: NPCPET003_ATTACK.PNX, group: 0x100009ec, partId: 0x74000056
id: 0x420033bc, name: NPCPET003_DEFAULT.PNX, group: 0x100009ec, partId: 0x74000007
id: 0x420033bd, name: NPCPET003_FEELGOOD.PNX, group: 0x100009ec, partId: 0x700004ee
id: 0x420033be, name: NPCPET003_FEELWORST.PNX, group: 0x100009ec, partId: 0x700004f0
id: 0x420033bf, name: NPCPET003_GENERATER.PNX, group: 0x100009ec, partId: 0x700004f9
id: 0x420033c0, name: NPCPET003_HUNGRY.PNX, group: 0x100009ec, partId: 0x700004f2
id: 0x420033c1, name: NPCPET003_IDLE1.PNX, group: 0x100009ec, partId: 0x700004f3
id: 0x420033c2, name: NPCPET003_IDLE2.PNX, group: 0x100009ec, partId: 0x700004f4
id: 0x420033c3, name: NPCPET003_IDLE3.PNX, group: 0x100009ec, partId: 0x700004f5
id: 0x420033c4, name: NPCPET003_IDLE4.PNX, group: 0x100009ec, partId: 0x700004f6
id: 0x420033c6, name: NPCPET003_PICKITEM.PNX, group: 0x100009ec, partId: 0x700004f7
id: 0x420033c7, name: NPCPET004_ATTACK.PNX, group: 0x100009ed, partId: 0x74000056
id: 0x420033c8, name: NPCPET004_DEFAULT.PNX, group: 0x100009ed, partId: 0x74000007
id: 0x420033c9, name: NPCPET004_FEELGOOD.PNX, group: 0x100009ed, partId: 0x700004ee
id: 0x420033ca, name: NPCPET004_FEELWORST.PNX, group: 0x100009ed, partId: 0x700004f0
id: 0x420033cb, name: NPCPET004_GENERATE.PNX, group: 0x100009ed, partId: 0x740001e4
id: 0x420033cc, name: NPCPET004_HUNGRY.PNX, group: 0x100009ed, partId: 0x700004f2
id: 0x420033cd, name: NPCPET004_IDLE1.PNX, group: 0x100009ed, partId: 0x700004f3
id: 0x420033ce, name: NPCPET004_IDLE2.PNX, group: 0x100009ed, partId: 0x700004f4
id: 0x420033cf, name: NPCPET004_IDLE3.PNX, group: 0x100009ed, partId: 0x700004f5
id: 0x420033d0, name: NPCPET004_IDLE4.PNX, group: 0x100009ed, partId: 0x700004f6
id: 0x420033d1, name: NPCPET004_IDLE5.PNX, group: 0x100009ed, partId: 0x700004fa
id: 0x420033d3, name: NPCPET004_PICKITEM.PNX, group: 0x100009ed, partId: 0x700004f7
id: 0x420033d4, name: NPCPET002_WALK.PNX, group: 0x100009eb, partId: 0x74000058
id: 0x420033d5, name: NPCPET003_WALK.PNX, group: 0x100009ec, partId: 0x74000058
id: 0x420033d6, name: NPCPET004_WALK.PNX, group: 0x100009ed, partId: 0x74000058
id: 0x420033fa, name: EXTERNAL_UI_JD01OFF.PNX, group: 0x1000098c, partId: 0x700004fb
id: 0x420033fb, name: EXTERNAL_UI_JD01ON.PNX, group: 0x1000098c, partId: 0x700004fc
id: 0x420033fc, name: EXTERNAL_UI_JD02OFF.PNX, group: 0x1000098c, partId: 0x700004fd
id: 0x420033fd, name: EXTERNAL_UI_JD02ON.PNX, group: 0x1000098c, partId: 0x700004fe
id: 0x420033fe, name: EXTERNAL_UI_JD03OFF.PNX, group: 0x1000098c, partId: 0x700004ff
id: 0x420033ff, name: EXTERNAL_UI_JD03ON.PNX, group: 0x1000098c, partId: 0x70000500
id: 0x42003400, name: EXTERNAL_UI_JD04OFF.PNX, group: 0x1000098c, partId: 0x70000501
id: 0x42003401, name: EXTERNAL_UI_JD04ON.PNX, group: 0x1000098c, partId: 0x70000502
id: 0x42003402, name: EXTERNAL_UI_JOB04A.PNX, group: 0x1000098c, partId: 0x70000503
id: 0x42003403, name: EXTERNAL_UI_JOB04ABACK.PNX, group: 0x1000098c, partId: 0x70000504
id: 0x42003404, name: EXTERNAL_UI_JOB04B.PNX, group: 0x1000098c, partId: 0x70000505
id: 0x42003405, name: EXTERNAL_UI_JOB04BPUSH.PNX, group: 0x1000098c, partId: 0x70000506
id: 0x42003406, name: EXTERNAL_UI_JOB04BUP.PNX, group: 0x1000098c, partId: 0x70000507
id: 0x42003457, name: COMMON_CHARGE_SKILL0BLACKSMITH0BURSTHARD.PNX, group: 0x10000987, partId: 0x70000555
id: 0x42003458, name: COMMON_CHARGE_SKILL0BLACKSMITH0HEATENDURANCE.PNX, group: 0x10000987, partId: 0x70000556
id: 0x42003459, name: COMMON_CHARGE_SKILL0BLACKSMITH0SHOWEROFBELLOWSBLOWS.PNX, group: 0x10000987, partId: 0x70000557
id: 0x4200345a, name: COMMON_CHARGE_SKILL0BLACKSMITH0SWIFTSHARPENER.PNX, group: 0x10000987, partId: 0x70000558
id: 0x4200345b, name: COMMON_CHARGE_SKILL0BLACKSMITH0TOOLDISCHARGE.PNX, group: 0x10000987, partId: 0x70000559
id: 0x4200345c, name: COMMON_CHARGE_SKILL0CHEF0APPLEADAY.PNX, group: 0x10000987, partId: 0x7000055a
id: 0x4200345f, name: COMMON_CHARGE_SKILL0CHEF0CHOPUP.PNX, group: 0x10000987, partId: 0x7000055d
id: 0x42003460, name: COMMON_CHARGE_SKILL0CHEF0FLYINGMEATBALL.PNX, group: 0x10000987, partId: 0x7000055e
id: 0x42003461, name: COMMON_CHARGE_SKILL0CHEF0LEGENDARYNUTRITION.PNX, group: 0x10000987, partId: 0x7000055f
id: 0x42003462, name: COMMON_CHARGE_SKILL0CHEF0MAINTAINFRESHNESS.PNX, group: 0x10000987, partId: 0x70000560
id: 0x42003463, name: COMMON_CHARGE_SKILL0CHEF0TURNOVERTURNER.PNX, group: 0x10000987, partId: 0x70000561
id: 0x42003464, name: COMMON_CHARGE_SKILL0DESIGNER0IRONBLOW.PNX, group: 0x10000987, partId: 0x70000562
id: 0x42003465, name: COMMON_CHARGE_SKILL0DESIGNER0STEAMEMISSION.PNX, group: 0x10000987, partId: 0x70000563
id: 0x42003466, name: COMMON_CHARGE_SKILL0DESIGNER0TACKDISCHARGE.PNX, group: 0x10000987, partId: 0x70000564
id: 0x42003467, name: COMMON_CHARGE_SKILL0JEWELER0ARROGANTGEM.PNX, group: 0x10000987, partId: 0x70000565
id: 0x42003468, name: COMMON_CHARGE_SKILL0JEWELER0BEWITCHINGGEM.PNX, group: 0x10000987, partId: 0x70000566
id: 0x4200346b, name: COMMON_CHARGE_SKILL0JEWELER0SHININGSHIELD.PNX, group: 0x10000987, partId: 0x70000569
id: 0x4200346c, name: COMMON_CHARGE_SKILL0JEWELER0SHOOTINGDRILL.PNX, group: 0x10000987, partId: 0x7000056a
id: 0x4200346d, name: COMMON_CHARGE_SKILL0NOVICE0BRANDISH.PNX, group: 0x10000987, partId: 0x7000056b
id: 0x4200346e, name: COMMON_CHARGE_SKILL0NOVICE0HARDBLOW.PNX, group: 0x10000987, partId: 0x7000056c
id: 0x4200346f, name: COMMON_OBJECT_SKILL0BLACKSMITH0TOOLDISCHARGE01.PNX, group: 0x1000098a, partId: 0x7000056d
id: 0x42003470, name: COMMON_OBJECT_SKILL0BLACKSMITH0TOOLDISCHARGE02.PNX, group: 0x1000098a, partId: 0x7000056e
id: 0x42003471, name: COMMON_OBJECT_SKILL0BLACKSMITH0TOOLDISCHARGE03.PNX, group: 0x1000098a, partId: 0x7000056f
id: 0x42003472, name: COMMON_OBJECT_SKILL0CHEF0APPLEADAY.PNX, group: 0x1000098a, partId: 0x7000055a
id: 0x42003473, name: COMMON_OBJECT_SKILL0CHEF0FLYINGMEATBALL.PNX, group: 0x1000098a, partId: 0x7000055e
id: 0x42003474, name: COMMON_OBJECT_SKILL0DESIGNER0ACUPUNCTURE.PNX, group: 0x1000098a, partId: 0x70000570
id: 0x42003475, name: COMMON_OBJECT_SKILL0JEWELER0ARROGANTGEM.PNX, group: 0x1000098a, partId: 0x70000565
id: 0x42003476, name: COMMON_OBJECT_SKILL0JEWELER0SHOOTINGDRILL.PNX, group: 0x1000098a, partId: 0x7000056a
id: 0x42003477, name: COMMON_RESULT_SKILL0BLACKSMITH0ANVILSTRIKE.PNX, group: 0x1000098b, partId: 0x70000571
id: 0x42003478, name: COMMON_RESULT_SKILL0BLACKSMITH0SUMMONLEGENDARYWEAPON.PNX, group: 0x1000098b, partId: 0x70000572
id: 0x42003479, name: COMMON_RESULT_SKILL0BLACKSMITH0SWAY.PNX, group: 0x1000098b, partId: 0x70000573
id: 0x4200347a, name: COMMON_RESULT_SKILL0BLACKSMITH0TOOLDISCHARGE.PNX, group: 0x1000098b, partId: 0x70000559
id: 0x4200347b, name: COMMON_RESULT_SKILL0CHEF0APPLEADAY.PNX, group: 0x1000098b, partId: 0x7000055a
id: 0x4200347c, name: COMMON_RESULT_SKILL0CHEF0FLYINGMEATBALL.PNX, group: 0x1000098b, partId: 0x7000055e
id: 0x4200347d, name: COMMON_RESULT_SKILL0CHEF0MAINTAINFRESHNESS.PNX, group: 0x1000098b, partId: 0x70000560
id: 0x4200347e, name: COMMON_RESULT_SKILL0CHEF0TURNERSMACK.PNX, group: 0x1000098b, partId: 0x70000574
id: 0x4200347f, name: COMMON_RESULT_SKILL0CHEF0TURNOVERTURNER.PNX, group: 0x1000098b, partId: 0x70000561
id: 0x42003480, name: COMMON_RESULT_SKILL0DESIGNER0ACUPUNCTURE.PNX, group: 0x1000098b, partId: 0x70000570
id: 0x42003481, name: COMMON_RESULT_SKILL0DESIGNER0IRONBLOW.PNX, group: 0x1000098b, partId: 0x70000562
id: 0x42003482, name: COMMON_RESULT_SKILL0DESIGNER0ONDIET.PNX, group: 0x1000098b, partId: 0x70000575
id: 0x42003483, name: COMMON_RESULT_SKILL0DESIGNER0RIBBONOFDEATH.PNX, group: 0x1000098b, partId: 0x70000576
id: 0x42003484, name: COMMON_RESULT_SKILL0DESIGNER0STEAMEMISSION.PNX, group: 0x1000098b, partId: 0x70000563
id: 0x42003485, name: COMMON_RESULT_SKILL0DESIGNER0TACKDISCHARGE.PNX, group: 0x1000098b, partId: 0x70000564
id: 0x42003486, name: COMMON_RESULT_SKILL0JEWELER0APPEARANCEOFMILLIONCARROTGEM.PNX, group: 0x1000098b, partId: 0x70000577
id: 0x42003487, name: COMMON_RESULT_SKILL0JEWELER0ARROGANTGEM.PNX, group: 0x1000098b, partId: 0x70000565
id: 0x42003488, name: COMMON_RESULT_SKILL0JEWELER0BEWITCHINGGEM.PNX, group: 0x1000098b, partId: 0x70000566
id: 0x42003489, name: COMMON_RESULT_SKILL0JEWELER0GEMCUTTING.PNX, group: 0x1000098b, partId: 0x70000578
id: 0x4200348a, name: COMMON_RESULT_SKILL0JEWELER0ORETRIMMER.PNX, group: 0x1000098b, partId: 0x70000579
id: 0x4200348b, name: COMMON_RESULT_SKILL0JEWELER0SUMMONGEM.PNX, group: 0x1000098b, partId: 0x7000057a
id: 0x4200348c, name: COMMON_RESULT_SKILL0NOVICE0BRANDISH.PNX, group: 0x1000098b, partId: 0x7000056b
id: 0x4200348d, name: COMMON_RESULT_SKILL0NOVICE0HARDBLOW.PNX, group: 0x1000098b, partId: 0x7000056c
id: 0x42003498, name: COMMON_CHARGE_SKILL0BLACKSMITH0BLACKSMITHSSPIRIT.PNX, group: 0x10000987, partId: 0x7000057f
id: 0x42003499, name: COMMON_CHARGE_SKILL0BLACKSMITH0BLACKSMITHSSTRENGTH.PNX, group: 0x10000987, partId: 0x70000580
id: 0x4200349a, name: COMMON_CHARGE_SKILL0CHEF0CHEFSINTENSION.PNX, group: 0x10000987, partId: 0x70000581
id: 0x4200349b, name: COMMON_CHARGE_SKILL0CHEF0CHEFSWILL.PNX, group: 0x10000987, partId: 0x70000582
id: 0x4200349c, name: COMMON_CHARGE_SKILL0JEWELER0JEWELERSINTELLIGENCE.PNX, group: 0x10000987, partId: 0x70000583
id: 0x4200349d, name: COMMON_CHARGE_SKILL0JEWELER0JEWELERSWIT.PNX, group: 0x10000987, partId: 0x70000584
id: 0x420034c2, name: BELLOWS001_DEFAULT.PNX, group: 0x100009ee, partId: 0x74000007
id: 0x420034c3, name: BELLOWS001_INVENTORY.PNX, group: 0x100009ee, partId: 0x70000205
id: 0x420034c4, name: BELLOWS003_DEFAULT.PNX, group: 0x100009ef, partId: 0x74000007
id: 0x420034c5, name: BELLOWS003_INVENTORY.PNX, group: 0x100009ef, partId: 0x70000205
id: 0x420034c6, name: BELLOWS005_DEFAULT.PNX, group: 0x100009f0, partId: 0x74000007
id: 0x420034c7, name: BELLOWS005_INVENTORY.PNX, group: 0x100009f0, partId: 0x70000205
id: 0x420034c8, name: BELLOWS007_DEFAULT.PNX, group: 0x100009f1, partId: 0x74000007
id: 0x420034c9, name: BELLOWS007_INVENTORY.PNX, group: 0x100009f1, partId: 0x70000205
id: 0x420034ca, name: BELLOWS009_DEFAULT.PNX, group: 0x100009f2, partId: 0x74000007
id: 0x420034cb, name: BELLOWS009_INVENTORY.PNX, group: 0x100009f2, partId: 0x70000205
id: 0x420034cc, name: BROOM001_DEFAULT.PNX, group: 0x100009f3, partId: 0x74000007
id: 0x420034cd, name: BROOM001_INVENTORY.PNX, group: 0x100009f3, partId: 0x70000205
id: 0x420034ce, name: BROOM004_DEFAULT.PNX, group: 0x100009f4, partId: 0x74000007
id: 0x420034cf, name: BROOM004_INVENTORY.PNX, group: 0x100009f4, partId: 0x70000205
id: 0x420034d0, name: DRILL001_DEFAULT.PNX, group: 0x100009f5, partId: 0x74000007
id: 0x420034d1, name: DRILL001_INVENTORY.PNX, group: 0x100009f5, partId: 0x70000205
id: 0x420034d2, name: DRILL003_DEFAULT.PNX, group: 0x100009f6, partId: 0x74000007
id: 0x420034d3, name: DRILL003_INVENTORY.PNX, group: 0x100009f6, partId: 0x70000205
id: 0x420034d4, name: DRILL005_DEFAULT.PNX, group: 0x100009f7, partId: 0x74000007
id: 0x420034d5, name: DRILL005_INVENTORY.PNX, group: 0x100009f7, partId: 0x70000205
id: 0x420034d6, name: DRILL007_DEFAULT.PNX, group: 0x100009f8, partId: 0x74000007
id: 0x420034d7, name: DRILL007_INVENTORY.PNX, group: 0x100009f8, partId: 0x70000205
id: 0x420034d8, name: DRILL009_DEFAULT.PNX, group: 0x100009f9, partId: 0x74000007
id: 0x420034d9, name: DRILL009_INVENTORY.PNX, group: 0x100009f9, partId: 0x70000205
id: 0x420034da, name: FLATIRON001_DEFAULT.PNX, group: 0x100009fa, partId: 0x74000007
id: 0x420034db, name: FLATIRON001_INVENTORY.PNX, group: 0x100009fa, partId: 0x70000205
id: 0x420034dc, name: FLATIRON003_DEFAULT.PNX, group: 0x100009fb, partId: 0x74000007
id: 0x420034dd, name: FLATIRON003_INVENTORY.PNX, group: 0x100009fb, partId: 0x70000205
id: 0x420034de, name: FLATIRON005_DEFAULT.PNX, group: 0x100009fc, partId: 0x74000007
id: 0x420034df, name: FLATIRON005_INVENTORY.PNX, group: 0x100009fc, partId: 0x70000205
id: 0x420034e0, name: FLATIRON007_DEFAULT.PNX, group: 0x100009fd, partId: 0x74000007
id: 0x420034e1, name: FLATIRON007_INVENTORY.PNX, group: 0x100009fd, partId: 0x70000205
id: 0x420034e2, name: FLATIRON009_DEFAULT.PNX, group: 0x100009fe, partId: 0x74000007
id: 0x420034e3, name: FLATIRON009_INVENTORY.PNX, group: 0x100009fe, partId: 0x70000205
id: 0x420034f8, name: TURNER001_DEFAULT.PNX, group: 0x100009ff, partId: 0x74000007
id: 0x420034f9, name: TURNER001_INVENTORY.PNX, group: 0x100009ff, partId: 0x70000205
id: 0x420034fa, name: TURNER004_DEFAULT.PNX, group: 0x10000a00, partId: 0x74000007
id: 0x420034fb, name: TURNER004_INVENTORY.PNX, group: 0x10000a00, partId: 0x70000205
id: 0x420034fc, name: TURNER005_DEFAULT.PNX, group: 0x10000a01, partId: 0x74000007
id: 0x420034fd, name: TURNER005_INVENTORY.PNX, group: 0x10000a01, partId: 0x70000205
id: 0x420034fe, name: TURNER007_DEFAULT.PNX, group: 0x10000a02, partId: 0x74000007
id: 0x420034ff, name: TURNER007_INVENTORY.PNX, group: 0x10000a02, partId: 0x70000205
id: 0x42003500, name: TURNER009_DEFAULT.PNX, group: 0x10000a03, partId: 0x74000007
id: 0x42003501, name: TURNER009_INVENTORY.PNX, group: 0x10000a03, partId: 0x70000205
id: 0x42003502, name: COMMON_CHARGE_SKILL0DESIGNER0BACKSTITCHOFRESTRICTION.PNX, group: 0x10000987, partId: 0x70000587
id: 0x42003503, name: COMMON_OBJECT_SKILL0DESIGNER0FASTASABUTTON.PNX, group: 0x1000098a, partId: 0x70000588
id: 0x42003504, name: COMMON_RESULT_SKILL0DESIGNER0DESIGNERSTHOUGHT.PNX, group: 0x1000098b, partId: 0x70000589
id: 0x42003505, name: COMMON_RESULT_SKILL0DESIGNER0FASTASABUTTON.PNX, group: 0x1000098b, partId: 0x70000588
id: 0x42003572, name: OIB001_INTERFACE.PNX, group: 0x10000a07, partId: 0x700005b0
id: 0x42003573, name: OIB001_INVENTORY.PNX, group: 0x10000a07, partId: 0x70000205
id: 0x42003574, name: OIB001_LOOP.PNX, group: 0x10000a07, partId: 0x700005b1
id: 0x42003575, name: OIB001_OUTBREAK.PNX, group: 0x10000a07, partId: 0x700005b2
id: 0x42003576, name: OIB001_START.PNX, group: 0x10000a07, partId: 0x700000e0
id: 0x42003577, name: OIDE001_INVENTORY.PNX, group: 0x10000a08, partId: 0x70000205
id: 0x42003578, name: OIDE002_INVENTORY.PNX, group: 0x10000a09, partId: 0x70000205
id: 0x42003579, name: OIDE003_INVENTORY.PNX, group: 0x10000a0a, partId: 0x70000205
id: 0x4200357a, name: OIJ001_INTERFACE.PNX, group: 0x10000a0b, partId: 0x700005b0
id: 0x4200357b, name: OIJ001_INVENTORY.PNX, group: 0x10000a0b, partId: 0x70000205
id: 0x4200357c, name: OIJ001_LOOP.PNX, group: 0x10000a0b, partId: 0x700005b1
id: 0x4200357d, name: OIJ001_OUTBREAK.PNX, group: 0x10000a0b, partId: 0x700005b2
id: 0x4200357e, name: OIJ001_START.PNX, group: 0x10000a0b, partId: 0x700000e0
id: 0x4200357f, name: OIJ002_INTERFACE.PNX, group: 0x10000a0c, partId: 0x700005b0
id: 0x42003580, name: OIJ002_INVENTORY.PNX, group: 0x10000a0c, partId: 0x70000205
id: 0x42003581, name: OIJ002_LOOP.PNX, group: 0x10000a0c, partId: 0x700005b1
id: 0x42003582, name: OIJ002_OUTBREAK.PNX, group: 0x10000a0c, partId: 0x700005b2
id: 0x42003583, name: OIJ002_START.PNX, group: 0x10000a0c, partId: 0x700000e0
id: 0x42003584, name: OIJ003_INTERFACE.PNX, group: 0x10000a0d, partId: 0x700005b0
id: 0x42003585, name: OIJ003_INVENTORY.PNX, group: 0x10000a0d, partId: 0x70000205
id: 0x42003586, name: OIJ003_LOOP.PNX, group: 0x10000a0d, partId: 0x700005b1
id: 0x42003587, name: OIJ003_OUTBREAK.PNX, group: 0x10000a0d, partId: 0x700005b2
id: 0x42003588, name: OIJ003_START.PNX, group: 0x10000a0d, partId: 0x700000e0
id: 0x42003589, name: OIJ004_INTERFACE.PNX, group: 0x10000a0e, partId: 0x700005b0
id: 0x4200358a, name: OIJ004_INVENTORY.PNX, group: 0x10000a0e, partId: 0x70000205
id: 0x4200358b, name: OIJ004_LOOP.PNX, group: 0x10000a0e, partId: 0x700005b1
id: 0x4200358c, name: OIJ004_START.PNX, group: 0x10000a0e, partId: 0x700000e0
id: 0x4200358d, name: OIJ005_INTERFACE.PNX, group: 0x10000a0f, partId: 0x700005b0
id: 0x4200358e, name: OIJ005_INVENTORY.PNX, group: 0x10000a0f, partId: 0x70000205
id: 0x4200358f, name: OIJ005_LOOP.PNX, group: 0x10000a0f, partId: 0x700005b1
id: 0x42003590, name: OIJ005_START.PNX, group: 0x10000a0f, partId: 0x700000e0
id: 0x42003591, name: OIJ006_INTERFACE.PNX, group: 0x10000a10, partId: 0x700005b0
id: 0x42003592, name: OIJ006_INVENTORY.PNX, group: 0x10000a10, partId: 0x70000205
id: 0x42003593, name: OIJ006_LOOP.PNX, group: 0x10000a10, partId: 0x700005b1
id: 0x42003594, name: OIJ006_OUTBREAK.PNX, group: 0x10000a10, partId: 0x700005b2
id: 0x42003595, name: OIJ006_START.PNX, group: 0x10000a10, partId: 0x700000e0
id: 0x42003596, name: OIJ007_INTERFACE.PNX, group: 0x10000a11, partId: 0x700005b0
id: 0x42003597, name: OIJ007_INVENTORY.PNX, group: 0x10000a11, partId: 0x70000205
id: 0x42003598, name: OIJ007_LOOP.PNX, group: 0x10000a11, partId: 0x700005b1
id: 0x42003599, name: OIJ007_OUTBREAK.PNX, group: 0x10000a11, partId: 0x700005b2
id: 0x4200359a, name: OIJ007_START.PNX, group: 0x10000a11, partId: 0x700000e0
id: 0x420035ba, name: COMMON_MONSTATE_LARGECUTOFF.PNX, group: 0x10000a1e, partId: 0x700005b3
id: 0x420035bb, name: COMMON_MONSTATE_LARGEDAMAGE.PNX, group: 0x10000a1e, partId: 0x700005b4
id: 0x420035bc, name: COMMON_MONSTATE_LARGEELECTRIC.PNX, group: 0x10000a1e, partId: 0x700005b5
id: 0x420035bd, name: COMMON_MONSTATE_LARGEFIRE.PNX, group: 0x10000a1e, partId: 0x700005b6
id: 0x420035be, name: COMMON_MONSTATE_LARGEHIT.PNX, group: 0x10000a1e, partId: 0x700005b7
id: 0x420035bf, name: COMMON_MONSTATE_LARGEHP.PNX, group: 0x10000a1e, partId: 0x700005b8
id: 0x420035c0, name: COMMON_MONSTATE_LARGEMAGIC.PNX, group: 0x10000a1e, partId: 0x700005b9
id: 0x420035c1, name: COMMON_MONSTATE_LARGEPHYSICS.PNX, group: 0x10000a1e, partId: 0x700005ba
id: 0x420035c2, name: COMMON_MONSTATE_LARGESTAB.PNX, group: 0x10000a1e, partId: 0x700005bb
id: 0x420035c3, name: COMMON_MONSTATE_LARGESTUN.PNX, group: 0x10000a1e, partId: 0x700005bc
id: 0x420035c4, name: COMMON_MONSTATE_LARGEWATER.PNX, group: 0x10000a1e, partId: 0x700005bd
id: 0x420035c5, name: COMMON_MONSTATE_MIDDLECUTOFF.PNX, group: 0x10000a1e, partId: 0x700005be
id: 0x420035c6, name: COMMON_MONSTATE_MIDDLEDAMAGE.PNX, group: 0x10000a1e, partId: 0x700005bf
id: 0x420035c7, name: COMMON_MONSTATE_MIDDLEELECTRIC.PNX, group: 0x10000a1e, partId: 0x700005c0
id: 0x420035c8, name: COMMON_MONSTATE_MIDDLEFIRE.PNX, group: 0x10000a1e, partId: 0x700005c1
id: 0x420035c9, name: COMMON_MONSTATE_MIDDLEHIT.PNX, group: 0x10000a1e, partId: 0x700005c2
id: 0x420035ca, name: COMMON_MONSTATE_MIDDLEHP.PNX, group: 0x10000a1e, partId: 0x700005c3
id: 0x420035cb, name: COMMON_MONSTATE_MIDDLEMAGIC.PNX, group: 0x10000a1e, partId: 0x700005c4
id: 0x420035cc, name: COMMON_MONSTATE_MIDDLEPHYSICS.PNX, group: 0x10000a1e, partId: 0x700005c5
id: 0x420035cd, name: COMMON_MONSTATE_MIDDLESTAB.PNX, group: 0x10000a1e, partId: 0x700005c6
